fileName,config,valueSol,tempExec, sol
instances/qbf020,P,125.0,0.056, "Solution: cost=[125.0], size=[9], elements=[2, 3, 4, 9, 11, 14, 15, 16, 19]"
instances/qbf040,P,366.0,0.214, "Solution: cost=[366.0], size=[20], elements=[1, 2, 4, 7, 9, 11, 14, 15, 18, 19, 21, 23, 24, 25, 26, 31, 32, 33, 34, 36]"
instances/qbf060,P,508.0,1800.015, "Solution: cost=[508.0], size=[25], elements=[2, 3, 4, 13, 14, 16, 17, 19, 24, 26, 27, 29, 30, 33, 35, 38, 42, 43, 44, 49, 51, 54, 55, 56, 59]"
instances/qbf080,P,821.0,1800.064, "Solution: cost=[821.0], size=[33], elements=[1, 2, 3, 4, 5, 9, 12, 13, 18, 19, 22, 24, 27, 29, 31, 37, 42, 43, 44, 46, 48, 51, 54, 57, 58, 60, 62, 64, 69, 70, 71, 73, 75]"
instances/qbf100,P,1263.0,1800.069, "Solution: cost=[1263.0], size=[46], elements=[2, 7, 9, 10, 14, 16, 17, 18, 19, 20, 22, 23, 25, 28, 29, 33, 34, 38, 42, 44, 45, 50, 51, 56, 57, 61, 62, 63, 64, 67, 68, 69, 71, 72, 73, 74, 78, 79, 84, 85, 86, 90, 91, 92, 94, 96]"
instances/qbf200,P,3876.0,1800.164, "Solution: cost=[3876.0], size=[91], elements=[4, 7, 9, 11, 15, 17, 18, 19, 23, 25, 28, 29, 30, 37, 43, 45, 46, 49, 51, 54, 55, 56, 58, 63, 66, 67, 69, 70, 72, 73, 74, 77, 80, 81, 83, 84, 85, 86, 88, 89, 94, 95, 96, 99, 103, 106, 110, 111, 114, 116, 119, 121, 122, 123, 124, 125, 127, 129, 130, 131, 134, 136, 137, 139, 141, 143, 145, 147, 148, 153, 154, 155, 156, 157, 158, 160, 162, 163, 164, 166, 167, 169, 171, 179, 183, 184, 192, 193, 195, 196, 198]"
instances/qbf400,P,8446.0,1800.847, "Solution: cost=[8446.0], size=[179], elements=[0, 1, 4, 5, 7, 9, 10, 13, 14, 16, 17, 18, 21, 22, 26, 27, 28, 30, 31, 34, 44, 45, 49, 50, 51, 54, 56, 57, 58, 61, 66, 67, 70, 71, 72, 73, 76, 80, 81, 82, 83, 84, 85, 88, 92, 95, 99, 100, 101, 103, 104, 107, 108, 110, 114, 115, 119, 120, 121, 124, 125, 126, 128, 129, 130, 132, 134, 136, 137, 138, 139, 141, 148, 149, 153, 154, 156, 157, 159, 164, 166, 168, 174, 175, 177, 182, 190, 192, 193, 195, 199, 201, 208, 211, 215, 216, 224, 227, 228, 229, 230, 232, 233, 236, 237, 239, 240, 244, 245, 247, 248, 250, 253, 257, 258, 260, 261, 262, 263, 264, 265, 269, 270, 274, 275, 277, 278, 279, 281, 284, 285, 288, 289, 290, 293, 296, 299, 303, 305, 306, 307, 309, 312, 320, 321, 323, 324, 325, 327, 328, 332, 334, 335, 336, 338, 347, 350, 352, 354, 357, 361, 364, 366, 367, 371, 373, 377, 378, 380, 381, 382, 384, 385, 387, 389, 390, 391, 393, 398]"
